region,permit_number,action,requester,cause,cause_detail,place,street,street_number,block,parcel,from_date,to_date,approved_by,species,number_of_trees,tree_action,notes
מנשה שרון,20993,כריתה,גיל זאבי,אחר,דוחף את החומה,אבן יהודה,הדס,3,8016,42,2020-03-11 00:00:00.000000,2022-03-13 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,,לכריתה
מנשה שרון,20994,כריתה,עיריית כפר סבא,אחר,נטוי חזק ועם סדק,כפר סבא,הרצל מגדל המים,2,,,2020-03-12 00:00:00.000000,2022-03-13 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,לכריתה
מנשה שרון,20996,כריתה,אפי שנידמן,אחר,נזק לקיר גינה,הרצליה,"האצ""ל",55,,,2020-03-11 00:00:00.000000,2022-03-13 00:00:00.000000,רמי דוידי,מכנף נאה,1,,לכריתה
מנשה שרון,20997,כריתה,עיריית רמת השרון,אחר,נוטה לכיוון בית פרטי,רמת השרון,הלפיד,13,,,2020-03-11 00:00:00.000000,2022-03-13 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,21002,כריתה,דן תורג'מן,אחר,נטוי לכיוון השכנים,קדימה,"הפלמ""ח",109,8040,116,2020-03-12 00:00:00.000000,2022-03-13 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,,לכריתה
מנשה שרון,21008,כריתה,אייל עקרון,אחר,מהווה מטרד וללא תרומה סביבתית,רעננה,העבודה,7,7655,308,2020-03-12 00:00:00.000000,2022-03-13 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,21010,כריתה,מלון עדן אין,אחר,המלצת שירותי הכבאות,זכרון יעקב,דרך אהרון - מלון עדן אין,,11306,"11-12,16-17,26,29,54,286",2020-03-19 00:00:00.000000,2021-03-21 00:00:00.000000,רמי דוידי,אורן ירושלים,19,,
מנשה שרון,21010,כריתה,מלון עדן אין,אחר,המלצת שירותי הכבאות,זכרון יעקב,דרך אהרון - מלון עדן אין,,11306,"11-12,16-17,26,29,54,286",2020-03-19 00:00:00.000000,2021-03-21 00:00:00.000000,רמי דוידי,ברוש מצוי צריפי,1,,
מנשה שרון,21010,כריתה,מלון עדן אין,אחר,המלצת שירותי הכבאות,זכרון יעקב,דרך אהרון - מלון עדן אין,,11306,"11-12,16-17,26,29,54,286",2020-03-19 00:00:00.000000,2021-03-21 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,3,,
מנשה שרון,21010,כריתה,מלון עדן אין,אחר,המלצת שירותי הכבאות,זכרון יעקב,דרך אהרון - מלון עדן אין,,11306,"11-12,16-17,26,29,54,286",2020-03-19 00:00:00.000000,2021-03-21 00:00:00.000000,רמי דוידי,עץ לא מזוה מת -לכריתה,1,,
מנשה שרון,21010,כריתה,מלון עדן אין,אחר,המלצת שירותי הכבאות,זכרון יעקב,דרך אהרון - מלון עדן אין,,11306,"11-12,16-17,26,29,54,286",2020-03-19 00:00:00.000000,2021-03-21 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,,
מנשה שרון,21017,כריתה,מושב עין עירון,הכשרה חקלאית,,עין עירון,שטחים חקלאיים,,12231,17,2020-03-22 00:00:00.000000,2022-03-22 00:00:00.000000,רמי דוידי,זית אירופי,180,,כריתה
מנשה שרון,21018,כריתה,מושב עין עירון,הכשרה חקלאית,,עין עירון,שטחים חקלאיים,,12226,111,2020-03-22 00:00:00.000000,2022-03-22 00:00:00.000000,רמי דוידי,זיתים,480,,כריתה
מנשה שרון,21020,כריתה,נתיבי ישראל,בניה,הרחבת מדרכה,כבישים,כביש 57,,8148,43,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,גזע לכריתה
מנשה שרון,21020,כריתה,נתיבי ישראל,בניה,הרחבת מדרכה,כבישים,כביש 57,,8148,43,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,ברוש מצוי,3,,לכריתה
מנשה שרון,21020,כריתה,נתיבי ישראל,בניה,הרחבת מדרכה,כבישים,כביש 57,,8148,43,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,גזע לכריתה
מנשה שרון,21022,כריתה,עיריית הרצליה,מחלת עץ,עם ריקבון ונטוי,הרצליה,רביבים,40,,,2020-03-17 00:00:00.000000,2022-03-17 00:00:00.000000,רמי דוידי,אשל הפרקים,1,,אשל לכריתה
מנשה שרון,21024,כריתה,עיריית רעננה,אחר,פצע גדול בגזע מרכזי,רעננה,"אנילביץ גן ילדים ""אלומות""",29,,,2020-03-18 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,לכריתה
מנשה שרון,21025,כריתה,מועצה מקומית כפר שמריהו,עץ מת,,כפר שמריהו,הנוטע,12+14,,,2020-03-18 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,ברוש מצוי,3,,לכריתה
מנשה שרון,21025,כריתה,מועצה מקומית כפר שמריהו,עץ מת,,כפר שמריהו,הנוטע,12+14,,,2020-03-18 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,תות,1,,לכריתה
מנשה שרון,21026,כריתה,מועצה מקומית כפר שמריהו,אחר,צמוד לקו חשמל,כפר שמריהו,דרך הבאר,14,,,2020-03-18 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,21027,כריתה,מועצה מקומית כפר שמריהו,אחר,גדם יבש,כפר שמריהו,קרן היסוד,16,,,2020-03-18 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,גרווילאה חסונה,1,,גדם יבש לכריתה
מנשה שרון,21028,כריתה,מועצה מקומית כפר שמריהו,אחר,גדם יבש וללא צמרת,כפר שמריהו,"דרך הגנים,בניין המועצה",38,,,2020-03-18 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,גרווילאה חסונה,1,,לכריתה
מנשה שרון,21029,כריתה,מועצה מקומית כפר שמריהו,אחר,ריקבונות בגזע המרכזי,כפר שמריהו,"האורנים בי""ס גשר",28,,,2020-03-18 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,אזדרכת מצויה,3,,לכריתה
מנשה שרון,21031,כריתה,מחאג'נה מוחמד,אחר,,אום אל-פחם,שכונת עין איברהים,,20348,18,2020-06-09 00:00:00.000000,2021-06-09 00:00:00.000000,רמי דוידי,אורנים,14,,כריתה
מנשה שרון,21032,כריתה,אביאל כ. שיתופי,אחר,נוטים,אביאל,,,12416,45,2020-05-04 00:00:00.000000,2021-05-04 00:00:00.000000,רמי דוידי,אורנים,3,,כריתה
מנשה שרון,21034,כריתה,רות תובל,אחר,נוטה,יקנעם,פעמונית,28,11098,174,2020-03-26 00:00:00.000000,2021-03-28 00:00:00.000000,רמי דוידי,אורן הסלע,1,,כריתה
מנשה שרון,21035,כריתה,"נתיבי ישראל בע""מ",בניה,מחלף,כבישים,כביש 65/444 מדרום לכביש 65 מערבית ליציאצ,,,,2020-05-27 00:00:00.000000,2021-05-27 00:00:00.000000,רמי דוידי,אקליפטוסים,11,,כריתה
מנשה שרון,21035,כריתה,"נתיבי ישראל בע""מ",בניה,מחלף,כבישים,כביש 65/444 מדרום לכביש 65 מערבית ליציאצ,,,,2020-05-27 00:00:00.000000,2021-05-27 00:00:00.000000,רמי דוידי,חרוב מצוי,5,,כריתה
מנשה שרון,21036,כריתה והעתקה,רון מויססקו,אחר,נזק לתשתיות ומפריע לשכן,תל מונד,הסייפן,14,7787,81,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,צאלון נאה,1,כריתה,
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,אורן ירושלים,3,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,אורן קפריסאי,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,אלביציה צהובה (לבק),2,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,אלה ארץ-ישראלית,2,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,אלון התבור,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,אלת הבוטנה,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,ברוש מצוי,29,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,קרח -כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,גרווילאה חסונה,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,דולב אדרי,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,דק-פרי זקוף,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,טטרקליניס ארטיקולטה,2,,מפריק-כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,ינבוט לבן,3,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,כליל החורש,3,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,כרבל לביד,2,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,לגונריה פטרסון,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,מייש דרומי,4,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,עץ לא מזוה מת -לכריתה,6,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,פיקוס השדרות,1,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,קזוארינה שבטבטית,3,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,שיטה כחלחלה,6,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,שלטית אפריקנית,3,,כריתה
מנשה שרון,21037,כריתה,קיבוץ מענית,בניה,,מענית,שכונת הברושים,,10086,15,2020-10-26 00:00:00.000000,2022-10-26 00:00:00.000000,רמי דוידי,תויה מזרחית,6,,כריתה
מנשה שרון,21039,כריתה,ברנשטיין אופירה,אחר,גבוהים וללא תרומה סביבתית,אביחיל,הגדוד העברי,45,,,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,2,,לכריתה
מנשה שרון,21041,כריתה,דוברת אמיר,בניה,,רמת השרון,הבושם,10,7271,38,2020-03-19 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,זית אירופי,3,,לכריתה
מנשה שרון,21041,כריתה,דוברת אמיר,בניה,,רמת השרון,הבושם,10,7271,38,2020-03-19 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,פיקוס כינורי,1,,לכריתה
מנשה שרון,21041,כריתה,דוברת אמיר,בניה,,רמת השרון,הבושם,10,7271,38,2020-03-19 00:00:00.000000,2022-03-20 00:00:00.000000,רמי דוידי,שסק יפני,1,,לכריתה
מנשה שרון,21043,כריתה,עודד בקמן,אחר,נוטים,עמיקם,כלנית,13,11984,"57,58",2020-06-01 00:00:00.000000,2022-06-01 00:00:00.000000,רמי דוידי,אורנים,2,,כריתה
מנשה שרון,21043,כריתה,עודד בקמן,אחר,נוטים,עמיקם,כלנית,13,11984,"57,58",2020-06-01 00:00:00.000000,2022-06-01 00:00:00.000000,רמי דוידי,ברושים,2,,כריתה
מנשה שרון,21043,כריתה,עודד בקמן,אחר,נוטים,עמיקם,כלנית,13,11984,"57,58",2020-06-01 00:00:00.000000,2022-06-01 00:00:00.000000,רמי דוידי,קזוארינה,1,,כריתה
מנשה שרון,21044,כריתה,יעל שטרלינג,אחר,,זכרון יעקב,ביאליק,20/6,11306,26 תת חלקה 6,2020-06-01 00:00:00.000000,2021-06-01 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,כריתה
מנשה שרון,21044,כריתה,יעל שטרלינג,אחר,,זכרון יעקב,ביאליק,20/6,11306,26 תת חלקה 6,2020-06-01 00:00:00.000000,2021-06-01 00:00:00.000000,רמי דוידי,היביסקוס טליתי 'סתריה',1,,כריתה
מנשה שרון,21047,כריתה,שחרור אמנון,אחר,עבר גיזום מפריע מאוד,צורן,השקמה,8,,,2020-03-22 00:00:00.000000,2022-03-22 00:00:00.000000,רמי דוידי,ברכיכיטון הסלעים,1,,לכריתה
מנשה שרון,21050,כריתה,סימה זיו צרויה,אחר,שיפוץ הגינה,רמת השרון,"האצ""ל",5,6599,675,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,איקליפטוס המקור,1,,איקליפטוס טורלי לכריתה
מנשה שרון,21050,כריתה,סימה זיו צרויה,אחר,שיפוץ הגינה,רמת השרון,"האצ""ל",5,6599,675,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,קתרוסית מרובעת,1,,לכריתה
מנשה שרון,21051,כריתה,עמי שורצברג,הכשרה חקלאית,החלפת זן,אודים,הדקל,,9145,58 ב',2020-03-23 00:00:00.000000,2022-03-23 00:00:00.000000,רמי דוידי,איקליפטוס המקור,4,,לכריתה
מנשה שרון,21051,כריתה,עמי שורצברג,הכשרה חקלאית,החלפת זן,אודים,הדקל,,9145,58 ב',2020-03-23 00:00:00.000000,2022-03-23 00:00:00.000000,רמי דוידי,זית אירופי,17,,לכריתה
מנשה שרון,21052,כריתה,קיבוץ מעברות,אחר,בתהליכי התייבשות,מעברות,בהרחבה,,8192,30,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,אורן הגלעין,1,,יבש לכריתה
מנשה שרון,21054,העתקה,מועצה מקומית אבן יהודה,אחר,הגדלת מפרצי חניה,אבן יהודה,העגור,,,,2020-04-15 00:00:00.000000,2022-04-17 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,3,,להעתקה
מנשה שרון,21057,כריתה,אייל שמגר,אחר,קרוב לחומהובמצב לא טוב,הרצליה,חיים הזז,13,,,2020-03-23 00:00:00.000000,2022-03-23 00:00:00.000000,רמי דוידי,תות,1,,לכריתה
מנשה שרון,21060,כריתה,יואב דרורי,אחר,,גבעת חביבה,ליד בית פעילות ילדים ומרפאה,,10089,34,2020-05-20 00:00:00.000000,2021-05-20 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,,כריתה
מנשה שרון,21064,כריתה,צביה כץ,מחלת עץ,חדקונית,גן שמואל,קיבוץ גן שמואל,,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,21065,כריתה,שמעון אהרון,אחר,נוטה,יקנעם,ירדן,31/2,,,2020-06-10 00:00:00.000000,2021-06-10 00:00:00.000000,רמי דוידי,סיסם הודי,1,,כריתה
מנשה שרון,21066,כריתה,מועצה אזורית אלונה,אחר,מטרד,עמיקם,גן שעשועים,,,,2020-05-04 00:00:00.000000,2021-05-04 00:00:00.000000,רמי דוידי,מילה ירוקת-עד,1,,כריתה
מנשה שרון,21068,העתקה,החברה לפיתוח הרצליה,אחר,מפריע למבנה,הרצליה,מועדון הפטאנק בספורטק,,6525,,2020-06-01 00:00:00.000000,2022-06-01 00:00:00.000000,רמי דוידי,אלביציה צהובה (לבק),1,,להעתקה
מנשה שרון,21069,כריתה,משה פס,אחר,חשש לחדקונית הדקל,כפר סבא,קרן היסוד,31,6433,,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,תמר מצוי,1,,לכריתה
מנשה שרון,21071,כריתה,פינק חדד צביה,אחר,צמוד לחומה וגורם נזק,תל מונד,האנפה,42,9056,95,2020-06-01 00:00:00.000000,2022-06-01 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,לכריתה
מנשה שרון,21071,כריתה,פינק חדד צביה,אחר,צמוד לחומה וגורם נזק,תל מונד,האנפה,42,9056,95,2020-06-01 00:00:00.000000,2022-06-01 00:00:00.000000,רמי דוידי,סייגרוס רומנזוף,4,,לכריתה
מנשה שרון,21071,כריתה,פינק חדד צביה,אחר,צמוד לחומה וגורם נזק,תל מונד,האנפה,42,9056,95,2020-06-01 00:00:00.000000,2022-06-01 00:00:00.000000,רמי דוידי,קתרוסית מרובעת,2,,להורדת גובה
מנשה שרון,21074,כריתה,אדי פארן,אחר,צמוד לפרגולה וללא תרומה סביבתית,אבן יהודה,,,,,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,סייגרוס רומנזוף,1,,לכריתה
מנשה שרון,21075,כריתה,חן קוליקנט,אחר,קרוב לבית ועבר גיזום,צופית,הברוש,14,7598,130,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,לכריתה
מנשה שרון,21076,כריתה,לויתן רחל,אחר,קרובים לבית וללא תרומה סביבתית,הרצליה,מנדלה מוכר ספרים,18,6666,451,2020-03-26 00:00:00.000000,2022-03-27 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,2,,לכריתה
מנשה שרון,21082,כריתה,עיריית הרצליה,אחר,עץ נטוי מאוד,הרצליה,שמעון לביא,20,,,2020-11-02 00:00:00.000000,2022-11-02 00:00:00.000000,רמי דוידי,טבבויה,1,,כריתה
מנשה שרון,21083,כריתה,עיריית רמת השרון,אחר,גדם,רמת השרון,סוקולוב פינת רחוב יבנה,,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,סיסם הודי,1,,גדם
מנשה שרון,21083,כריתה,עיריית רמת השרון,אחר,גדם,רמת השרון,סוקולוב פינת רחוב יבנה,,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,סיסם הודי,1,,כריתה
מנשה שרון,21084,כריתה,מועצה מקומית כפר שמריהו,אחר,צמידות למתח חשמל,כפר שמריהו,הנוריות מול 39 פינת קרן היסוד,,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,21087,כריתה,ועד מקומי אחיטוב,אחר,"נוטים , מנוונים",אחיטוב,חורשה קטנה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,אורן הגלעין,3,,נוטים-כריתה
מנשה שרון,21087,כריתה,ועד מקומי אחיטוב,אחר,"נוטים , מנוונים",אחיטוב,חורשה קטנה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,איקליפטוס המקור,1,,כריתה
מנשה שרון,21087,כריתה,ועד מקומי אחיטוב,אחר,"נוטים , מנוונים",אחיטוב,חורשה קטנה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,כליל החורש,1,,נוטה-כריתה
מנשה שרון,21087,כריתה,ועד מקומי אחיטוב,אחר,"נוטים , מנוונים",אחיטוב,חורשה קטנה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,ספיון השעווה,1,,מנוון-כריתה
מנשה שרון,21087,כריתה,ועד מקומי אחיטוב,אחר,"נוטים , מנוונים",אחיטוב,חורשה קטנה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,תמר מצוי,2,,כריתה
מנשה שרון,21088,כריתה,קיבוץ רמת הכובש,מחלת עץ,רקבונות,רמת הכובש,,,7582,11,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,גרווילאה חסונה,5,,רקבונות -כריתה
מנשה שרון,21089,כריתה,עיריית רמת השרון,עץ מת,,רמת השרון,"ביה""ס גולן ברחוב הבנים",,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,אורן ירושלים,3,,גזעים - כריתה
מנשה שרון,21089,כריתה,עיריית רמת השרון,עץ מת,,רמת השרון,"ביה""ס גולן ברחוב הבנים",,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,נוטה- כריתה
מנשה שרון,21090,כריתה,המרכז הבינתחומי הרצליה,עץ מת,,הרצליה,"בשטח ביה""ס ארזי",חורשת אקליפטוסים,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,איקליפטוס המקור,1,,מת-כריתה
מנשה שרון,21091,כריתה,עמית מניפז,אחר,צמידות לקיר,רעננה,"ביל""ו",58,6582,187 תת חלקה 2,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,,כריתה
מנשה שרון,21093,כריתה,עיריית כפר סבא,מחלת עץ,רקבון,כפר סבא,עמק חרוד - גינה ציבורי,1,,,2020-05-31 00:00:00.000000,2022-05-31 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,כריתה
מנשה שרון,21094,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,שדרות הברון מנשה,,,,2020-05-31 00:00:00.000000,2022-05-31 00:00:00.000000,רמי דוידי,ברוש מצוי,2,,כריתה
מנשה שרון,21096,כריתה,ועד בית השרון 24 רעננה,עץ מת,,רעננה,השרון,24,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,גדם-כריתה
מנשה שרון,21096,כריתה,ועד בית השרון 24 רעננה,עץ מת,,רעננה,השרון,24,,,2020-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,תהליכי התייבשות - כריתה
מנשה שרון,21097,כריתה,קיבוץ חורשים,אחר,"מתים , נוטים , חשיפת שורשים",חורשים,מס' מקומות,,,,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,אורנים,3,,(מתחם בריכת השחייה ) נוטים - כריתה
מנשה שרון,21097,כריתה,קיבוץ חורשים,אחר,"מתים , נוטים , חשיפת שורשים",חורשים,מס' מקומות,,,,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,איקליפטוס המקור,1,,(ליד בית הילדים) נוטה-כריתה
מנשה שרון,21097,כריתה,קיבוץ חורשים,אחר,"מתים , נוטים , חשיפת שורשים",חורשים,מס' מקומות,,,,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,אלביציה ורודה (יוליבריסין),1,,(מתחם בריכת השחייה) פצעי מזיק -כריתה
מנשה שרון,21097,כריתה,קיבוץ חורשים,אחר,"מתים , נוטים , חשיפת שורשים",חורשים,מס' מקומות,,,,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,נטוע בתעלה עם שורשים חשופים- כריתה
מנשה שרון,21097,כריתה,קיבוץ חורשים,אחר,"מתים , נוטים , חשיפת שורשים",חורשים,מס' מקומות,,,,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,(ליד גדר ביטחון ) נוטה-כריתה
מנשה שרון,21097,כריתה,קיבוץ חורשים,אחר,"מתים , נוטים , חשיפת שורשים",חורשים,מס' מקומות,,,,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,ברושים,2,,(בכניסה ליישוב ) מתים - כריתה
מנשה שרון,21100,כריתה,עיריית הרצליה,אחר,הקמת שביל גישה,הרצליה,בית הורים עירוני - רחוב אנה פרנק,7,,,2020-12-08 00:00:00.000000,2022-12-08 00:00:00.000000,רמי דוידי,דקלים - גילת,7,,דקל טבעות -כריתה
מנשה שרון,21100,כריתה,עיריית הרצליה,אחר,הקמת שביל גישה,הרצליה,בית הורים עירוני - רחוב אנה פרנק,7,,,2020-12-08 00:00:00.000000,2022-12-08 00:00:00.000000,רמי דוידי,פיקוס רוקסבורגי,1,,כריתה
מנשה שרון,21105,כריתה,קיבוץ המעפיל,מחלת עץ,חדקונית,המעפיל,שטח בריכת השחייה,,,,2020-04-15 00:00:00.000000,2021-04-15 00:00:00.000000,רמי דוידי,סייאגרוס רומנזוף,1,,כריתה
מנשה שרון,21111,כריתה,רכבת ישראל,בניה,בניית שירותים ציבוריים,בית יהושע,רכבת בית יהושע מזרח,,7957,50,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,ברוש מצוי,3,,"כריתה ( מס' 202,78-79)"
מנשה שרון,21112,כריתה,מכללת בית ברל,עץ מת,,בית ברל,רחבי המכללה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,יבש (ליד מבנה 801)
מנשה שרון,21112,כריתה,מכללת בית ברל,עץ מת,,בית ברל,רחבי המכללה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,נוטה (ליד משרד הדיקנט)
